SECURITY DETAIL VIEW (EQUITY)
Ditton pievadķēžu rūpnīca (DPK1R)
Period: 2008-05-19 - 2008-11-19
Currency: LVL
Marketplace: RSE
Name: DPK1R
Date;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
2008-11-06;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;1;480;129,77;
2008-11-07;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-11-10;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;1;327;88,40;
2008-11-11;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-11-12;0,28;0,28;0,28;0,28;0,27;0,28;5,26%;0,27;0,28;2;100;28,46;
2008-11-13;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,26;0,28;0;0;0,00;
2008-11-14;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,26;0,28;0;0;0,00;
2008-11-17;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,00;0,00;0;0;0,00;
2008-11-18;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,00;0,00;0;0;0,00;
2008-11-19;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,26;0,28;0;0;0,00;
